,OS,Remission,pCR,pRelapse
CTNNB1.pS33_37_41_Squared,0.49063237809872023,0.3340281498260557,0.442240098542779,0.1954147399859017
CTSG_Squared,0.46233795549610956,0.32229782595249107,0.3841520950233814,0.33382627005836907
DIABLO_Squared,0.6336291872767275,0.2515076979128679,0.4125079631784011,0.2815486034436474
DLX1_Squared,0.3783708209293088,0.3589010730079093,2.0,0.31664425460678525
DUSP6_Squared,0.36090071447956174,0.48291439327104047,0.27625527938784955,0.32060674976405773
EGFR_Squared,0.2897135129435132,0.41392662280374887,0.38048421098220975,0.32441814388568424
EGFR.pY992_Squared,0.5114806044211477,0.2253750948430696,0.4141769428592566,0.407535621618073
EGLN1_Squared,0.47709337762508597,0.3341314501745051,0.356555383052883,0.3338262700583693
EIF2AK2_Squared,0.3489971978982561,0.3338262700583692,0.5621484687914522,0.2770339756916356
EIF2AK2.pT451_Squared,0.323206304973575,0.3865651466686393,0.361123970718901,0.22272729807881522
EIF2S1_Squared,0.32857495318161584,0.4525436838233407,0.6892614135665042,0.29914045534136224
EIF2S1.pS51._Squared,0.37415169879503474,0.18329242741930196,0.2750570097836526,2.0
EIF4E_Squared,0.6730210947856242,0.3285749531816159,0.5737982824613833,0.32209857304655376
ELK1.pS383_Squared,0.43788217239726324,0.30915650870105565,0.4857484296661565,0.35644515010327105
ERBB2_Squared,0.3505175835612876,0.3450037008406967,0.3523664277906243,0.37404120805806707
ERBB2.pY1248_Squared,0.32461433413610835,0.30447728397151774,0.27064647464134917,0.27267604067433115
ERBB3_Squared,0.5824363258958294,0.3577816156866483,0.5098852324639024,0.4255414697738223
ERG_Squared,0.4072893154410067,2.0,0.5478530990201804,0.3880091691207767
Fli1_Squared,0.5653377196199243,0.32755008681986486,0.4959682834283212,0.3140974781084304
FN1_Squared,0.5297833690732319,0.4056480903476741,0.5335519687309179,0.40869002757077894
FOXO1.pT24_FOXO3.pT32_Squared,0.39741222625996336,0.2772872369489369,0.39298622277395645,0.32960302623175336
FOXO3_Squared,0.43112129902308527,0.40728931544100666,2.0,0.3845368639370457
FOXO3.S318_321_Squared,0.29215290072249755,0.372533960523374,0.27300972186348926,0.2957174578634543
GAB2_Squared,0.24540843660689807,0.29452582603324895,0.3370490393376412,0.31021973146511655
GAB2.pY452_Squared,0.40100079386617976,0.4045022768004618,0.469872351807898,0.31783148958061935
GAPDH_Squared,0.34920825220869905,0.2586450068776569,0.27174149220995825,0.2840909414270604
GATA1_Squared,0.42938403986257745,0.2861368029071735,0.5222418476082031,0.36930920412513873
GATA3_Squared,0.37091807784263225,0.3562297219600641,0.6222848512699192,0.3435072318900618
GRP78_Squared,2.0,0.474736869058081,0.49551528908056564,0.404132823246339
GSKA_B_Squared,0.38667933694238776,0.3181220474533863,0.4299094889510731,0.356229721960064
GSKA_B.pS21_9_Squared,0.36068259348456494,0.3271497446572017,0.44019183092948505,0.3958108021778489
H3histon_Squared,0.45395964070271844,0.40274773012105525,0.28880986027283523,2.0
H3K27Me3_Squared,0.5754156799737913,0.27600296067255725,0.5734514905397364,0.40051622701936335
H3K4Me2_Squared,0.4790236655812056,0.2969139109564939,0.4853114935997573,0.41703064037834575
H3K4Me3_Squared,0.47709337762508586,0.30175250802393305,0.4812592903748015,0.2544189572678287
HDAC1_Squared,0.4692980588338836,0.2299745865745609,0.4793199936787726,2.0
HDAC2_Squared,0.4989294114152335,0.21297946462670075,0.28189314223249956,0.4156013422867415
HDAC3_Squared,0.3908033906086122,0.4259304948650577,2.0,0.3323782837126248
HIF1A_Squared,0.43448858556118447,0.29233362898185133,0.41109416575572866,0.35778161568664846
HNRNPK_Squared,0.43273775748307114,0.2840070465320616,0.3382081875397418,0.4827650950679826
HSP90AA1_B1_Squared,0.38345068219827816,0.3532553122310785,0.5056278460005772,0.35890107300790935
HSPA1A_L_Squared,0.38644563587631964,0.307040982702558,0.31950792734856925,0.4257988138499606
HSPB1_Squared,0.4600543284241901,0.25449763796270913,0.46407145857570153,0.3651911259031222
IGF1R_Squared,0.42765378121305697,0.41250796317840127,0.6688199021171655,0.3365330122590327
IGFBP2_Squared,0.46740696147087873,0.2504167720478552,0.5098852324639023,2.0
INPP5D_Squared,0.39902012959700617,0.2652335451485221,0.5605683631970605,0.4038885736508663
INPPL1_Squared,0.5342441450408286,0.3326821400963861,0.4061388660086746,0.2564061045783106
IRS1.pS1101_Squared,0.4582004798711325,0.4257988138499607,0.3899405795474584,0.31792978100797076
ITGA2_Squared,0.44183617701859196,0.27157725722153975,0.42301589656264466,0.31283178160405267
ITGAL_Squared,0.4691594704256392,0.2872944933098443,0.5373868611888408,0.33517690886148505
ITGB3_Squared,0.3760089206394625,0.4788822051040641,0.33694483698497446,0.38465578442939646
JMJD6_Squared,0.44488044788866404,0.3117596065043185,0.5395610925543937,0.30533976168005494
JUNB_Squared,0.3834506821982782,0.393218431149441,0.4063901069517839,0.42912452894931774
JUN.pS73_Squared,0.3450037008406967,0.282775153291899,0.446371455085489,0.30297337852703454
KDR_Squared,0.4204120232547876,0.37719063502991607,2.0,0.21100824963384263
KIT_Squared,0.6008388499016338,0.33517690886148516,0.4265776904117022,2.0
LCK_Squared,0.37252879910233666,0.22100116151870447,2.0,0.47873415349555015
LEF1_Squared,0.40075843720507237,0.2715772572215396,0.32239303183768586,0.25127798248674427
LGALS3_Squared,0.5562725375268934,0.30297337852703465,0.36998474918015567,0.3551136767838255
LSD1_Squared,0.5342441450408286,0.34350723189006177,0.30099321835449705,0.4291245289493178
LYN_Squared,0.4675515100725843,0.4156013422867415,0.93494598781064,0.37848783453329826
MAP2K1_Squared,0.6738353532044856,0.44197281769114427,0.3668954891614166,0.36782102481370105
MAP2K1_2.pS217_221_Squared,0.46005432842419014,0.4470887545424588,2.0,0.24518429196219216
MAPK1_Squared,0.31546582520515887,0.45072010038630433,0.41134277289699844,0.28365992406195584
MAPK1_3.pT202Y204_Squared,0.36644705779316883,0.33517690886148505,0.522557670754335,0.25744350656030174
MAPK14_Squared,0.356229721960064,0.31330712520669185,0.39481483679180146,0.3052453625932269
MAPK14.pT180Y182_Squared,0.40691731633549805,0.30791072247340107,0.33957655528846004,0.29914045534136224
MAPK9_Squared,0.6493770973230337,0.32461433413610846,0.722849940112602,0.4361176694210844
MAPT_Squared,0.44876508183429603,0.3463995627825762,0.3035275812530419,0.3491051275208629
MCL1_Squared,0.38476941068282733,0.27497197293680886,0.3699847491801558,0.3052453625932269
MDM2_Squared,0.4419728176911442,0.3168401334251297,0.3775354583470977,0.35767100363396687
MDM4_Squared,0.31921610367760495,0.2640830828085112,0.2741143009725938,0.402136688936262
MET.pY1230_1234_1235_Squared,0.6030916521737842,0.2853285668204561,0.2864869564022143,0.22252386933046248
MSI2_Squared,0.5319268372172778,0.4489038653151178,0.3438212622295657,0.2991404553413623
MTOR_Squared,0.36497041187139484,0.30438736878576783,0.20969398029335928,0.47680503216590864
MTOR.pS2448_Squared,0.46712447028309734,2.0,2.0,0.40703751858380144
MYC_Squared,0.4675515100725843,0.25664050807435507,0.4758928836329753,0.29315764623453505
NCL_Squared,0.4240830023334097,0.3301038535106392,0.30081130422232494,0.439653814434689
NF2_Squared,0.31283178160405267,0.3881291634457838,0.2020202250147984,0.18392278995681072
NF2.pS518_Squared,0.43273775748307103,0.24732520696084442,0.4386831519908907,0.22252386933046234
NOTCH1.cl1744_Squared,0.32714974465720176,0.37438315220552726,0.31321460248055505,0.3448970392184681
NOTCH3_Squared,0.36214189117939155,0.40075843720507215,0.3182204287376238,0.2503393529967702
NPM1_Squared,0.44501803002151485,0.33810362682388273,0.3292732243057551,0.44555643762908875
NPM1.3542_Squared,0.32070145611002987,0.2694725334780727,0.3761304150601914,0.30044364305253224
NR4A1_Squared,0.4600543284241901,0.44005574086823557,0.41301276054655367,0.27591763137477465
NRP1_Squared,0.34053373883637805,0.3709180778426325,0.44443529897656214,0.38321893246496463
ODC1_Squared,0.373925569176703,0.389463981734764,0.3513711162480528,0.3192161036776049
PA2G4_Squared,0.40213668893626203,0.5048607170635828,0.30184582692307543,0.28854607478765193
PA2G4.pS65_Squared,0.6593567625806683,0.3755545538156654,0.420926493039185,2.0
PA2G4.pT37_46_Squared,0.5111714760268778,0.27276036748939186,0.3080059458398728,0.4156013422867414
PA2G4.pT70_Squared,0.35314609953402154,0.23650082689266386,2.0,0.26582042029962544
PARK7_Squared,0.4191007055887957,0.2839192426846429,0.5761198320066546,0.4022610522874138
PARP1_Squared,0.3787167231587931,0.26930966980180837,0.39310230981580346,0.26499129317233333
PARP1.cl214_Squared,0.3802489857383612,0.3756706964709807,0.28067041814658417,0.27031568188831684
PDK1_Squared,0.2885460747876518,0.46566745065421766,0.4853114935997574,0.3784878345332983
PDK1.pS241_Squared,0.34748340697589597,0.36225388588273144,2.0,0.4577819808774353
PIK3CA_Squared,0.42079635906532586,0.28294616015197643,0.37624152294312124,0.31021973146511644
PIK3R1_2_Squared,0.5364056611866473,0.3592291762189678,0.34126215232936175,0.32060674976405756
PIM1_Squared,0.27361380315223277,0.2672225198608445,0.38403865106943574,0.2872944933098443
PIM2_Squared,0.4240830023334098,0.3820236246995173,0.31604287927222185,0.3270486027784573
PLAC1_Squared,0.40869002757077894,0.28613680290717364,0.4011248059344934,0.45437464535722466
PPARA_Squared,0.4636475973032904,0.36225388588273166,0.3775354583470978,0.23076549412047953
PPARG_Squared,0.47917180672319004,0.4188474097120094,0.4110941657557285,0.3501974371135257
PPP2R2A_B_C_D_Squared,0.46726893152259047,0.3476983631551492,0.26638901940971205,0.2565611648880239
PRKAA1_2_Squared,0.3117596065043184,0.48668621140946366,0.7112590518600677,0.2555273184161787
PRKAA1_2.pT172_Squared,0.3695325420197874,0.4191007055887958,2.0,0.2735292124883145
PRKCA_Squared,0.5768752241019636,0.27824085783095015,0.3928647268365725,0.291976329497116
PRKCA.pS657_Squared,0.3832189324649647,0.2649912931723335,0.4371796437801012,0.22530541769709306
PRKCB.I_Squared,0.474736869058081,0.2574435065603018,0.27073017380009246,0.35325531223107837
PRKCB.II_Squared,0.41225294001731505,0.427653781213057,2.0,0.3337230640596504
PRKCD.pS645_Squared,0.4508532418557064,0.2575231226164562,0.27411430097259376,0.3603531627898178
PRKCD.pS664_Squared,0.5307451019725749,0.41213119760292494,0.4246019643961213,0.32050763072288824
PRKCD.pT507_Squared,0.508803947657932,0.3299043455072154,0.36723090077528514,0.20045456827093375
CDKN1B_Squared,0.44335569955222903,0.35468455964178314,0.34511039544871613,0.44156914028884797
CDKN1B.pS10_Squared,0.41703064037834575,0.42593049486505774,0.4315154251297021,0.33103892233233095
PTEN_Squared,0.4089371808215022,0.2577585472774753,0.44362996314384995,0.40376370713389803
PTEN.pS380T382T383_Squared,0.44903647027370996,0.3756706964709809,0.25984851442528456,0.3755545538156653
PTGS2_Squared,2.0,0.40225547900047165,0.5368960370397771,0.38167470210006876
PTK2_Squared,0.35611958969209795,0.3299043455072154,2.0,0.4037637071338979
PTPN11_Squared,0.5891781601080794,0.44528715245008005,0.5097346582575435,2.0
RAC1_2_3_Squared,0.4172828375729615,0.19797982051450255,0.35390149130452325,0.3908033906086123
RB1_Squared,0.5009480465063404,0.2640830828085113,0.44610167732663425,0.2851561200826167
RB1.pS807_811_Squared,0.5772240865093634,0.36530406360186424,0.2653155703240908,0.4396538144346888
RELA_Squared,0.45410003063419874,0.2515076979128679,0.2947950781378785,0.2826877302975875
RPS6_Squared,0.3090609296256422,0.2969139109564938,2.0,0.32160989122670725
RPS6KB1_Squared,0.45792355289213865,0.29811520481887516,0.2538572541307191,0.27591763137477443
RPS6KB1.pT389_Squared,0.4156013422867415,0.3115711853878112,0.2926873104940047,0.3724187876238722
RPS6.pS235_236_Squared,0.3813260981902836,0.4712033359260107,0.34531909923481185,0.33517690886148516
RPS6.pS240_244_Squared,0.3974122262599633,0.35622972196006414,0.39628967613952243,0.3114748597890069
SFN_Squared,0.3972893619757745,0.1955933858816639,0.5017092301940729,0.3724187876238722
SIRT1_Squared,0.3736995762264779,0.319314823305749,0.3869185400559657,0.2966427236085782
SMAD1_Squared,0.4206662653237908,0.2703992787472789,0.5138677071946608,0.36497041187139484
SMAD2_Squared,0.42925129114672533,0.20202022501479838,2.0,0.30648036495274006
SMAD2.pS245_Squared,0.4450180300215147,0.3463995627825762,0.34274884072359957,0.270399278747279
SMAD2.pS465_Squared,0.45437464535722466,0.43287158441100676,0.30800594583987295,0.3594464182671404
SMAD3_Squared,0.2991404553413625,2.0,2.0,0.3891082634594731
SMAD4_Squared,0.35051758356128776,0.43125462605087084,0.38214176795650906,0.4206720936938839
SMAD5_Squared,0.3065751459719718,0.3258314523528053,0.41109416575572844,0.3016592179753366
SMAD5.pS463_Squared,0.39728936197577436,0.39116065854954285,0.5032859933627114,2.0
SMAD6_Squared,0.2473252069608446,0.48713113431650074,0.5928273071348475,0.2307654941204794
SOCS2_Squared,0.40262321630819203,0.19480521697855563,0.4286951454641036,0.31802369658478585
SPI1_Squared,0.4174061017675313,0.20614308674979437,0.2910656188186799,0.2512779824867444
SPP1_Squared,0.29691391095649383,0.2969139109564938,0.46491390251677667,0.45977628101712636
SQSTM0_Squared,0.42778603588871245,0.2898031087061853,0.5757716369880441,0.27157725722153964
SRC_Squared,0.5284429714045021,0.2934256475650126,0.47811389692770423,0.2638418816110816
SRC.pY416_Squared,0.4172828375729615,0.2970934681595753,0.4283035952696776,0.22904787416643813
SRC.pY527_Squared,0.48653574710806996,0.43488579000221944,0.2741990725788796,0.31283178160405267
SSBP2_Squared,0.46005432842419,0.3668954891614167,0.37438315220552715,0.28154860344364746
STAT1_Squared,0.49063237809871985,0.3117596065043185,0.315563385035624,0.2483258682372971
STAT1.pY701_Squared,0.3880091691207768,0.32714974465720187,0.33558707408630895,0.43125462605087106
STAT3_Squared,0.31546582520515887,0.4090636472684014,0.34531909923481197,0.39409395515753676
STAT3.pS727_Squared,0.616334736397703,0.3170317409116178,0.4194838426078865,0.252372660164127
STAT3.pY705_Squared,0.36964682232931784,0.32200345411798365,0.6273304837405792,0.5050168484795077
STAT5A_B_Squared,0.39950288638180376,0.27711965022606094,0.37253396052337395,0.2692264098072261
STAT5A_B.pY694_Squared,0.2770339756916356,0.32857495318161595,0.28648695640221405,0.31283178160405267
STAT6.pY641_Squared,0.5630596179941966,0.2715772572215397,0.40250431764747957,0.2872944933098443
STK11_Squared,0.40753562161807316,0.33548332371599776,0.42683566113709015,0.5108625344634737
STMN1_Squared,0.4887996587563324,0.3682660351832262,2.0,0.3906825695173801
TAZ_Squared,2.0,0.43624649737282006,0.47767720994563656,0.22155866211553485
TAZ.pS89_Squared,0.37871672315879334,0.2827751532918989,0.6721398040077635,0.3406390510799684
TCF4_Squared,0.3154658252051588,0.35622972196006414,0.610019299041758,0.2771196502260609
TGM2_Squared,0.32060674976405784,0.3520445926945885,0.5928273071348478,0.4712033359260108
TNK1_Squared,0.5656796047791759,0.35799798232982677,0.46248093647519456,0.36804346273935185
TP53_Squared,0.40213668893626203,0.37426740760843463,0.7608300907717392,0.35922917621896794
TP53.pS15_Squared,0.437882172397263,0.2829461601519764,0.38368788803867987,0.40601330378950706
TRIM24_Squared,0.49276978905208213,0.35062598337291545,0.5639151793631392,0.2512779824867444
TRIM62_Squared,0.5364056611866475,0.40893718082150216,0.5948661045412194,0.4672689315225905
TSC2_Squared,0.3154658252051588,0.4158526751204829,0.5161063414857633,0.2770339756916356
VASP_Squared,0.31302096505981886,0.23650082689266394,0.28084015217860636,0.348997197898256
VHL_Squared,0.32602849729445843,0.34639956278257605,0.39641223126445263,0.24434396656002266
WTAP_Squared,0.511171476026878,0.2851561200826167,0.27600296067255736,0.4342259895651247
XIAP_Squared,0.34899719789825595,0.18414786134597394,0.3581086955027678,0.2011439532722106
XPO1_Squared,0.42912452894931785,0.31311776880159775,0.45323131774569075,0.35314609953402154
YAP1_Squared,0.4640714585757016,0.413926622803749,0.5485235219627794,0.3115711853878113
YAP1p_Squared,0.5069033498213817,0.4437610102063462,0.4497187750331615,0.2617971070285958
YWHAE_Squared,0.441569140288848,0.30552441437423206,0.36541703622731425,0.33517690886148516
YWHAZ_Squared,0.3682660351832264,0.5009480465063403,2.0,0.3270486027784574
ZNF296_Squared,0.5364056611866475,0.3977755359220298,2.0,0.3445820263143292
ZNF346_Squared,0.46755151007258416,0.3042932641414945,0.361012325341044,0.4363814094010786
PCA_1,0.5051660290579236,0.3129285268396341,0.5103513636477425,0.4505807553967838
PCA_2,0.6085374714605688,0.2909756327373639,0.327550086819865,0.455937289043381
PCA_3,0.2347405180520101,0.2770339756916357,0.29838773829208737,0.3437149661710112
PCA_4,0.36644705779316894,0.28058364585388673,0.25370382800924957,0.22819228352860807
PCA_5,0.4025043176474795,0.45437464535722455,0.4976739721469861,0.23753112876519514
PCA_6,0.2793666017669592,0.454515163631557,0.5642562042482832,0.3739255691767029
PCA_7,0.5839055878538718,0.2085937293193296,0.44019183092948516,0.24335935087255103
PCA_8,0.2737792697316201,0.3312391164654168,0.3236018214403694,0.22537509484306967
PCA_9,0.49892941141523317,0.4656674506542175,0.35083802268323044,0.3310389223323309
PCA_10,0.486829977168455,0.3848884030917512,0.368716692484259,0.26922640980722606
PCA_11,0.6087256655779782,0.31546582520515887,0.5991499920984656,0.2384921638551002
PCA_12,0.5174082785046862,0.3020283666776781,0.6717335764860511,0.36214189117939155
PCA_13,0.4579235528921386,0.4640714585757016,0.33988699224886393,0.28729449330984436
PCA_14,0.5175611194772138,2.0,0.4582004798711325,0.31283178160405267
PCA_15,0.37392556917670294,2.0,0.34650188825408174,0.32714974465720176
PCA_16,0.4832064333357993,0.388129163445784,0.6401331466740608,0.22439752031022492
PCA_17,0.2770339756916357,0.3532553122310785,0.5078305838234553,0.3694234153659924
PCA_18,0.3619230200426358,0.30175250802393305,0.3327850241826908,0.36203494705867245
PCA_19,0.33820350169888136,0.32060674976405773,0.37906294160809617,0.29443477019148145
PCA_20,0.41728283757296153,0.2838314659827327,0.3898200252035891,0.24230376882650356
PCA_21,0.5890041699075135,0.38333744537855186,0.3700991693376518,0.22439752031022492
PCA_22,0.33402814982605566,0.2851561200826167,0.404872068104752,0.2618780694636277
PCA_23,0.3016592179753366,0.392505902478976,0.33851268342957025,0.25552731841617876
PCA_24,0.42066626532379064,0.26963549564533096,0.4438982461459113,2.0
PCA_25,0.391039727005066,0.3650832813129064,0.4333952965719235,0.26697845124772035
PCA_26,0.36530406360186407,0.2692264098072261,0.3714816827759342,0.3678210248137011
PCA_27,0.5492351208502025,0.32583145235280536,0.3330892524038867,0.2966427236085782
PCA_28,0.5177211785740707,0.2925063635795333,0.4720652670123111,0.2827751532918989
PCA_29,0.39765255931673305,0.2761698720830093,0.39617264783653655,0.3724187876238722
PCA_30,0.40552267985710544,0.28738334097517426,0.4760400565605549,0.35051758356128765
PCA_31,0.35644515010327105,0.40728931544100666,0.4143050297361841,0.4222435233830751
PCA_32,0.4599184697819433,0.324714723201657,0.5441041969537015,0.33779481870646016
PCA_33,0.5238758819859948,0.5154755398550241,0.5397279552840756,0.31175960650431855
PCA_34,0.49862786870477316,0.31021973146511655,0.33725286805893534,0.26606343025424695
PCA_35,0.4089371808215022,0.3788338437352664,0.2797084703801977,0.5191877016917673
PCA_36,0.42054203837033133,0.4038885736508665,0.42118104623121805,0.33257928781780854
PCA_37,0.3491051275208628,0.48457518824564916,0.42618807420217475,0.36192302004263577
PCA_38,0.42605631355364243,0.3726440060235939,0.4283035952696777,0.3065751459719716
PCA_39,0.3338262700583692,0.3974122262599632,0.3997500222516992,0.19073474514039637
PCA_40,0.37114238869561733,0.3638320235233501,0.29232957872844506,0.3784878345332982
PCA_41,0.368043462739352,0.3833374453785518,0.50609008513094,0.31921610367760483
PCA_42,0.4207963590653258,0.34232992215918134,0.5486855542920522,0.4072893154410066
PCA_43,0.41059171335531913,0.3284733706842555,0.4952158097956707,0.2863098427080477
PCA_44,0.37696266874080847,0.2415479930755183,0.33278502418269074,0.23547499400048935
PCA_45,0.4240830023334098,0.4772409218131349,0.6071939496945855,0.33113671031318814
PCA_46,0.3711423886956172,0.38488840309175126,0.37765221360984896,0.2289770615410458
PCA_47,0.41703064037834575,0.34500370084069676,0.4181754200533857,0.27591763137477443
PCA_48,0.35611958969209806,0.3478010722886878,0.3158518694334413,0.39568843299122
PCA_49,0.5048607170635829,0.32714974465720176,0.33020594024527494,0.3420172539402909
PCA_50,0.5129294501738039,0.3381036268238828,0.30438736878576755,0.38644563587631964
PCA_51,0.5111714760268778,0.31693811826922924,0.7059650509323134,0.35922917621896794
PCA_52,0.28720567311273026,0.3079107224734011,0.3838012283781976,0.33248107382939307
PCA_53,0.33663708725226055,0.3285749531816159,0.4479065749322873,0.36203494705867256
PCA_54,0.4636475973032904,0.31021973146511644,0.277372989806031,0.4421033752374633
PCA_55,0.5279676311272309,0.23753112876519508,0.4090636472684014,0.28277515329189895
PCA_56,0.25969146730888665,0.4076616546237961,0.38691854005596565,0.31283178160405267
PCA_57,0.3016592179753365,0.346506689069857,0.34650668906985704,0.232708539580974
PCA_58,0.3755545538156652,0.32330625859707113,0.3441355796519749,0.2992329664464538
PCA_59,0.36519112590312214,0.26838665897279806,0.3790629416080964,0.30648036495274017
PCA_60,0.528442971404502,0.5891863232260923,0.3438212622295659,0.37404120805806745
PCA_61,0.4240830023334097,0.24335935087255112,0.33538425213675044,0.29914045534136224
PCA_62,0.536896037039777,0.24747477564312814,0.3119524636379666,0.2533937430992828
PCA_63,0.5500696760852947,0.3816747021000688,0.3564451501032708,0.37555455381566527
PCA_64,0.5006452837742041,0.4240830023334097,0.5287698707033059,0.3864456358763196
PCA_65,0.42054203837033144,0.3366370872522606,0.38848398663916334,0.3958108021778491
PCA_66,0.439653814434689,0.3105993559038447,0.33010842713012345,0.3179297810079706
PCA_67,0.310503330756627,0.38633151461683213,0.28764606350255056,0.3141946147687766
PCA_68,0.40388857365086633,0.25969146730888676,0.4215660850736693,0.26074216164916203
PCA_69,0.5065969878259788,0.2983877382920876,0.370099169337652,0.3351769088614851
PCA_70,0.4255414697738224,0.3299043455072154,0.4590386259691064,0.28604834062255746
PCA_71,0.5026708611703277,0.24441953149938575,0.5164184542152449,0.36656038389690604
PCA_72,0.35346894161487363,0.24154799307551844,0.32774817109711896,0.3257307180383723
PCA_73,0.31283178160405267,0.2290478741664381,0.32887533260458274,0.19156566978305778
PCA_74,0.441569140288848,0.33268214009638614,0.4540603741896189,0.21035008852019832
PCA_75,0.31812204745338624,0.3168401334251296,0.41430502973618394,0.3141946147687766
PCA_76,0.441569140288848,0.4058934040020712,0.39151825310069377,0.24847604206448431
PCA_77,0.32714974465720187,0.2129794646267008,0.36269718595089884,0.3192161036776048
PCA_78,0.5111714760268781,0.40051622701936335,0.3384127172501158,0.2907098691364066
PCA_79,0.49092908557621356,0.3394715715269246,0.49351854598975203,0.31655074639297603
PCA_80,0.37264400602359393,0.3055244143742322,0.4857551597556683,0.2638418816110816
PCA_81,0.4505807553967838,0.3650832813129067,0.3133071252066918,0.26277869654740427
PCA_82,0.3536827001899705,0.35767100363396676,0.4494469742227355,0.3128317816040527
PCA_83,0.4597762810171263,0.31546582520515887,0.41973752336428427,0.4007584372050722
PCA_84,0.6979478019999066,0.395810802177849,0.3208998447475947,0.30269665674344715
PCA_85,0.4714882937873954,0.3080969299432634,0.3511587547469133,0.36804346273935207
PCA_86,0.3877746643313957,0.3493162471012055,0.41961357067760985,0.2816356741556707
PCA_87,0.3466090461861711,0.3634997162857797,0.43016947456496873,0.30781552854626193
PCA_88,0.33916151399247424,0.283919242684643,0.44019183092948494,0.4889508231869286
PCA_89,0.28154860344364746,0.2462524228370095,0.3948148367918017,0.38633151461683224
PCA_90,0.3619230200426359,0.25560634187885545,0.44985785344972434,0.2934256475650126
PCA_91,0.34759086844894743,0.2544976379627091,0.5141784661212483,0.29914045534136235
PCA_92,0.4121311976029247,0.29793503009909794,0.3656380203528876,0.4170306403783458
PCA_93,0.2618780694636276,0.25158199259029035,0.2983877382920875,0.30401533683581417
PCA_94,0.36656038389690593,0.2217612084826123,0.40311591743905856,0.3475908684489474
PCA_95,0.41871791850922746,0.3287736572416778,0.31575422041490736,0.20027148239741613
PCA_96,0.3328833279571987,0.407535621618073,0.4606173095904354,0.29315764623453505
PCA_97,0.3377948187064602,0.2828626033223323,0.3494242753918252,0.39433228150644867
PCA_98,0.29315764623453516,0.252525281268498,0.43379150154080587,0.2317708103548106
PCA_99,0.4995330440157715,0.28277515329189884,0.2995065217644217,0.4108400166410125
PCA_100,0.333826270058369,0.27591763137477443,0.3568813418613073,0.18849391706058888
PCA_101,0.48081973053674576,0.5133983643462748,0.32200345411798353,0.4240830023334097
PCA_102,0.4400557408682355,0.30325035328647715,0.4388188175702235,0.4022610522874138
PCA_103,0.5193410683009763,0.3115711853878112,0.31841287095080084,0.37091807784263225
PCA_104,0.5505725434228508,0.21719463694224242,0.36667374504746775,0.2544189572678287
PCA_105,2.0,0.22252386933046245,0.4174118849677564,0.2307654941204794
PCA_106,0.5412493168477751,0.32857495318161584,0.4590386259691063,0.41047046151776917
PCA_107,0.4344885855611843,0.29197632949711577,0.46220142247595936,0.40552267985710544
PCA_108,0.37684612665830464,0.4174118849677565,0.5021678869711756,0.3784878345332983
PCA_109,0.47709337762508597,0.42433946440865594,0.44237686413065413,0.354794248117499
PCA_110,0.350409217262633,0.4207963590653259,0.23590572783002936,0.2522946364290957
PCA_111,0.41522175136275324,0.24449173235208002,0.5225576707543351,0.2523726601641271
PCA_112,0.5792092227477025,0.31302096505981897,0.33663708725226066,0.288546074787652
PCA_113,0.394210369420462,0.27039927874727904,0.583321329906738,0.22272729807881528
PCA_114,0.40237987908821293,0.33663708725226066,0.39677462674265696,0.430860738145995
PCA_115,0.45240377505329493,0.32080063509294393,0.34692591216843904,0.49446447780168296
PCA_116,0.3784878345332983,0.33268214009638614,0.5576270966582927,0.27039927874727904
PCA_117,0.38155670324153357,0.2425252801302654,0.42670961229937304,0.354684559641783
PCA_118,0.4712033359260107,0.3117596065043186,0.5572900782699092,0.2681415270891882
PCA_119,0.33916151399247435,0.29691391095649383,0.43042961740386454,0.4434928101468739
PCA_120,0.36644705779316894,0.22635692812158117,0.33154193143565264,0.3846557844293965
PCA_121,0.3990201295970063,0.23953114086939803,0.5189818626859883,0.3475908684489474
PCA_122,0.4137986529154137,0.3192161036776048,0.29124163929633246,0.2848956717536784
PCA_123,0.398778970008788,0.2750570097836526,0.6533990938334152,0.3420172539402909
PCA_124,0.4906323780987202,0.3450037008406967,0.31722346427177534,0.357671003633967
PCA_125,0.37730205609888895,0.35479424811749916,0.4953689584621417,0.27824085783095004
PCA_126,0.219023415785296,0.3421230249704455,0.31467202917772236,0.3377948187064601
PCA_127,0.48081973053674554,0.3508380226832302,0.47163410456730553,0.36068259348456494
PCA_128,0.5593718473903545,0.28854607478765193,0.374498932597379,0.4361176694210844
PCA_129,0.5259954488316574,0.29820739885866465,0.3807143069063802,0.3710276460155836
PCA_130,0.4072893154410066,0.31546582520515887,0.29369389389920764,0.25752312261645627
PCA_131,0.4691594704256392,0.4952158097956708,0.3611239707189011,0.39409395515753676
PCA_132,0.3649704118713949,0.4637909832975071,0.5116387830797109,0.2953560225551394
PCA_133,0.4421033752374632,0.3195079273485692,0.40931102646376855,0.2512779824867444
PCA_134,0.41379865291541373,0.32990434550721526,0.27979497201926484,0.31419461476877664
PCA_135,0.4845751882456494,0.30925211733491154,0.33841271725011557,0.24533256593683486
PCA_136,0.35468455964178325,0.2982073988586646,0.4958149494740609,0.3115711853878111
PCA_137,0.37555455381566527,0.36079413689073,0.43164887404351504,0.26499129317233344
PCA_138,0.34053373883637805,0.40931102646376855,0.4301694745649689,0.24732520696084465
